layer,direction,n,c,h,w,oc,wh,ww,oh,ow,groups,stride_h,stride_w,pad_h,pad_w,dil_h,dil_w,in_zp,wt_zp,bias_scale,out_scale,out_zp,numel,data
0,input,1,512,2,2,512,3,3,2,2,1,1,1,1,1,1,1,-5,0,0.000003,0.010831,-4,2048,8 13 25 9 28 11 1 -2 11 17 6 4 -2 11 29 33 17 2 -4 -3 17 9 7 15 -4 -4 1 1 -3 11 2 27 19 32 20 -5 14 14 18 28 -3 12 5 11 -1 12 4 -2 23 23 21 12 7 21 0 9 2 29 -3 1 -5 12 9 21 31 31 7 28 -4 10 30 13 30 -1 29 33 31 23 14 2 9 0 16 6 32 26 15 15 10 7 7 5 14 10 11 29 13 5 31 26 -1 5 21 12 27 -4 24 32 27 29 18 4 21 26 25 30 9 20 -5 15 -2 24 8 18 -2 22 24 20 26 32 19 12 0 1 23 14 25 26 26 19 10 -1 8 -5 14 17 6 31 -1 28 17 15 -4 8 11 3 15 18 5 18 1 7 16 17 19 19 4 11 -2 19 6 25 12 0 -3 30 16 21 31 13 -4 22 16 1 26 3 31 -2 -1 -4 17 2 9 10 30 17 32 4 31 9 1 18 26 9 8 27 20 2 30 21 6 31 3 12 32 31 8 19 7 24 0 28 2 10 25 -4 4 31 -4 26 24 9 17 17 2 32 31 4 9 28 30 26 1 32 5 -3 18 19 16 0 10 16 8 4 18 9 5 26 16 22 3 6 -1 3 9 9 24 3 20 15 3 25 11 29 24 32 13 28 -2 26 13 13 -5 18 11 20 12 -1 22 -4 -5 31 32 23 15 13 1 0 33 7 16 4 -1 29 9 -1 15 20 0 24 0 8 17 0 4 9 -3 16 4 26 -2 30 -1 1 24 14 6 29 11 19 5 -4 2 14 1 32 15 17 29 -5 -3 11 23 32 19 25 7 3 26 24 24 20 3 1 13 3 -5 31 10 2 1 27 3 21 -4 3 13 18 29 6 26 26 6 22 9 -2 26 19 5 29 -4 27 30 27 6 21 14 16 10 20 0 28 23 5 -5 11 8 1 16 3 32 21 -1 -1 14 2 22 -1 7 9 15 1 32 6 24 33 28 8 26 25 8 3 5 14 2 18 8 30 16 23 9 0 10 5 0 19 22 20 21 21 17 26 21 33 25 25 14 15 14 24 8 22 6 26 17 -2 29 32 13 6 11 14 -5 16 30 12 26 29 32 27 21 20 -3 10 -1 14 5 27 4 11 -2 2 -1 18 26 -5 20 -2 19 0 25 26 26 9 7 24 14 -2 31 13 5 24 32 24 -4 7 6 30 12 29 16 25 5 -4 28 3 16 1 8 8 -2 10 23 25 10 14 26 8 20 18 19 -2 2 24 24 7 11 -2 30 7 -2 19 28 27 23 26 25 24 32 14 6 24 3 24 24 22 4 20 -4 14 26 14 32 8 18 2 14 32 2 24 2 18 27 0 8 24 23 0 30 10 7 18 28 13 22 5 2 22 30 20 28 9 -3 29 12 4 28 10 26 18 32 26 19 23 8 2 4 22 17 6 18 11 22 13 16 2 12 29 22 31 22 24 21 14 27 13 2 30 -2 32 3 31 3 19 18 6 26 0 22 22 31 25 15 25 27 5 10 31 2 17 30 16 23 10 6 3 15 14 25 20 18 18 -1 8 -2 8 -4 32 8 10 -3 1 26 6 23 15 5 -4 26 12 13 8 3 15 19 13 -5 18 8 13 6 12 11 -1 1 15 -3 1 24 7 21 12 29 16 13 21 -3 7 29 32 8 20 28 6 5 4 4 26 15 6 -2 21 5 -3 8 31 15 33 12 7 7 3 3 3 7 -3 22 27 1 7 2 30 29 16 8 28 28 17 24 21 18 25 11 11 29 21 26 6 16 21 -1 22 8 14 5 26 3 7 2 4 3 16 3 3 -1 -2 21 27 -3 17 22 0 26 25 5 22 12 7 17 7 3 27 -3 24 7 26 -5 20 3 5 25 5 -4 21 16 2 29 4 13 14 27 11 10 30 28 21 7 15 12 32 18 -1 14 1 11 24 11 18 22 21 27 16 -4 20 26 24 29 3 1 -2 6 17 -2 23 23 27 -4 2 4 6 4 5 23 1 12 18 3 16 15 -1 7 21 4 1 24 -1 12 13 2 24 -3 18 14 8 3 16 24 19 20 29 12 27 8 11 26 16 1 26 5 5 16 30 28 -2 6 19 19 -3 13 27 30 25 12 22 14 17 11 13 5 13 9 15 9 9 29 -2 25 7 18 13 1 0 7 15 9 17 11 5 2 30 4 33 3 7 9 6 24 28 15 4 1 4 -1 32 -3 10 31 -1 8 24 29 -2 -5 27 10 0 12 11 22 -1 6 16 26 11 1 5 9 -2 11 23 2 27 10 8 -4 11 -3 12 4 26 29 11 29 32 20 5 24 30 -5 -1 23 22 9 8 -2 -1 25 15 14 -1 21 24 12 18 -3 0 15 15 -1 30 21 12 5 19 21 31 4 11 7 22 -2 23 20 1 18 2 -1 20 4 23 11 32 25 27 18 0 20 26 33 6 30 14 28 26 22 6 10 25 20 13 20 22 30 1 0 10 13 2 11 26 7 -3 10 23 14 17 13 19 21 28 11 -2 -2 8 17 2 11 24 32 21 12 30 1 21 20 17 2 14 32 27 28 -5 1 32 31 -1 19 7 4 12 25 28 31 8 15 15 5 29 2 27 25 -4 15 16 20 7 11 8 25 18 0 -5 33 8 14 3 1 29 -2 11 9 27 16 11 -1 32 25 2 32 28 -1 11 26 27 22 19 13 8 29 17 1 27 15 -3 32 30 20 9 32 26 3 31 9 2 31 20 33 30 5 2 13 -1 27 9 3 18 5 6 23 7 20 26 3 3 2 21 23 28 18 22 15 20 -3 24 32 29 -1 19 23 0 4 18 12 22 -1 27 7 26 0 3 24 -4 0 27 -3 15 13 21 29 7 30 18 0 9 -4 1 32 30 14 -4 24 9 9 25 24 2 32 -2 10 0 11 16 26 33 32 1 10 17 2 3 11 -2 -2 6 18 26 5 10 30 3 22 30 8 -4 14 29 9 28 31 24 32 13 16 9 11 -3 -5 32 9 3 32 8 -4 30 -4 -1 8 21 17 22 32 5 25 17 10 28 19 2 -4 -4 12 10 4 9 -2 5 4 30 2 24 -5 6 3 10 -5 -4 -5 12 13 26 15 0 1 25 2 14 11 22 8 24 30 31 5 33 18 -1 12 -4 19 28 11 20 20 2 4 4 26 14 28 25 0 11 -5 4 8 17 11 12 3 -3 4 5 17 12 5 -3 18 25 2 15 22 4 11 14 0 -4 -4 24 8 30 30 4 -3 -2 -2 12 29 4 16 16 11 -3 6 21 28 3 6 11 32 23 29 23 5 8 5 31 12 27 23 8 16 19 0 13 26 16 2 27 28 -1 6 11 22 29 6 23 25 -4 5 26 -1 24 10 9 6 -4 14 6 31 11 31 25 8 9 14 -3 6 3 32 1 3 29 33 -1 18 3 4 -2 17 -1 5 -2 6 5 7 5 32 4 13 20 25 0 31 5 -2 13 3 25 25 -4 22 7 27 27 16 6 11 17 6 28 14 5 23 22 33 1 2 -2 30 20 6 8 -2 7 19 18 1 32 13 11 33 8 30 -5 1 1 25 15 30 28 16 21 2 17 6 29 20 13 8 9 19 7 21 5 -4 1 27 12 17 13 -2 6 31 25 16 29 26 21 29 4 31 2 19 1 22 5 28 20 32 33 -3 6 0 0 21 -4 28 30 10 8 12 6 3 5 30 1 23 29 7 26 -1 31 7 29 28 -3 20 30 -4 18 18 17 19 26 16 25 25 20 33 5 25 -3 -1 -2 4 16 28 23 29 10 30 28 16 15 32 26 25 5 22 15 20 4 0 -4 15 9 33 1 14 8 -3 -5 8 12 13 7 6 7 26 0 29 7 13 19 9 22 18 1 28 -2 26 0 16 22 -2 11 -4 6 27 25 28 22 7 26 25 -5 8 13 15 1 2 29 31 33 4 16 12 5 1 7 28 -2 7 21 9 9 24 5 25 6 11 20 -3 9 15 25 25 10 14 30 -1 18 15 -2 22 -3 4 17 10 5 30 23 21 23 32 26 17 16 7 -2 23 17 9 -3 19 28 10 15 3 -3 -3 -3 22 22 32 17 12 2 -2 12 2 19 29 4 8 17 15 27 16 -3 30 15 23 28 4 -1 23 25 18 20 25 8 9 10 30 1 20 26 2 11 -2 3 22 1 32 10 16 19 14 10 28 3 0 29 20 13 2 1 -3 5 -4 20 18 10 29 7 15 19 19 22 -2 1 26 29 20 24 5 29 22 33 11 21 9 9 19 0 20 24 13 24 -2 3 -1 13 10 11 28 3 29 4 2 28 13 25 -3 2 31 2 32 28 26 -2 9 -2 -4 11 9 20 15 4 1 -2 29 25 5 14 29 7 31 -1 4 7 26 31 27 11 27 28 30 4 33 32 33 19 -2 9 -1 -3 27 -4 32 22 14 25 12 32 -5 12 31 25 6 8 27 -1 24 31 0 14 15 19 32 10 0 7 29 -2 -4 29 9 14 0 17 7 21 29 26 28 13 29 17 15 14 29 11 -4 19 26 17 11 31 -2 26 -3 25 11 31 -1 -1 16 -4 0 7 28 2 21 32 12 0 11 30 8 2 23 10 1 -4 4 2 16 21 7 29 4 2 9 21 22 21 5 11 25 1 19 27 4 19 33 13 27 22 11 -1 19 -2 -1 30 21 21 -1 31 26 -2 24 24 28 16 24 22 0 26 6 15 12 16 15 18 1 -3 -4 6 6 18 13 12 5 30 10 30 -4 -2 21 32 25 21 9 30 33 12 1 21 20 28 4 -3 25 13 2 23 1 24 9 22 7 19 -3 13 -2 10
0,output,1,512,2,2,512,3,3,2,2,1,1,1,1,1,1,1,-5,0,0.000003,0.010831,-4,2048,-1 -11 5 -4 2 -4 38 22 -20 -7 -10 -6 -20 -26 1 12 -1 2 -15 -11 2 -17 5 -15 -19 -28 9 -1 5 25 -2 24 7 9 18 19 -21 26 11 -7 -2 11 -22 -19 -22 6 -2 -4 -2 6 3 -10 42 10 10 9 3 25 13 -4 -4 -2 11 -21 7 -19 -9 -13 25 3 -20 -49 -19 -3 -13 2 -1 1 9 9 6 -24 -12 -9 16 10 -6 5 -10 -27 -36 11 -4 -13 36 6 -3 -4 13 -11 -12 -19 -18 1 -9 -17 -19 -3 -20 -24 -4 11 12 -9 -15 -5 -1 4 5 2 25 20 6 3 22 28 14 12 -45 -13 -18 -14 -28 -32 -14 -21 -4 3 18 16 -57 10 -59 -26 -26 -37 3 -48 -44 19 -28 -11 -4 -21 -22 -10 20 -7 19 26 30 2 5 -17 19 -5 30 -3 -20 -29 -13 -15 4 -4 -7 21 -28 -48 -13 -11 4 -4 25 -2 -4 -34 -12 -53 3 25 -17 10 42 24 20 -9 -22 19 30 41 -18 -9 17 14 -11 -33 -13 -34 -5 -49 -19 -28 3 -3 -27 -9 10 9 6 29 24 5 -3 2 27 11 37 -15 9 6 7 27 3 34 -2 32 -4 -15 9 1 4 10 7 -26 34 3 12 -15 -36 -6 -53 -1 -6 20 6 -7 -28 -20 9 11 -15 -18 -40 13 11 -1 2 21 1 12 -7 -34 1 21 -5 14 2 19 9 -11 -6 -7 -12 22 -28 -4 -37 -20 16 -12 19 -5 30 10 -1 -28 7 -9 -11 -5 2 18 4 -5 -13 22 30 25 -9 5 -25 1 -38 -6 -11 -33 1 -13 -10 -24 10 -20 -24 -15 29 34 30 -4 16 -5 3 20 -18 9 -13 20 7 -7 -4 -34 -54 -44 -36 -36 -14 -29 -19 29 24 -7 -26 -17 -4 3 -7 12 -3 5 17 16 -5 -15 -5 5 11 24 -4 10 20 29 -1 -28 -36 -14 -25 5 -30 -4 -20 -9 1 5 -14 -4 13 12 -19 -4 -10 29 45 46 7 4 42 20 -3 17 -19 -10 9 19 7 13 -28 16 -24 4 -3 43 -4 6 -27 -13 -15 19 -12 11 -2 -4 -17 -33 -14 -5 1 -4 17 -17 -22 -15 18 7 -32 -29 37 -2 -21 -9 -9 -17 -20 16 -46 13 27 40 19 -10 12 5 4 19 21 17 17 24 27 -17 -15 9 27 7 1 26 1 27 -2 29 -10 -11 -18 -11 2 34 1 37 28 4 38 -9 -1 -22 20 -20 -21 -10 5 5 9 -1 4 -5 -3 -12 -9 -11 25 -2 2 -5 3 10 1 5 -25 -28 -6 -14 -4 -17 5 -12 4 -10 1 17 1 16 -5 -29 -1 2 25 40 3 19 32 36 20 22 25 -1 -20 -22 12 20 30 -15 2 -12 -56 -36 -5 -15 3 1 -19 12 26 -2 -38 -13 -5 -19 3 -5 17 -20 4 -34 -7 -4 -19 -19 -1 -28 4 -14 18 11 -2 29 -21 12 1 30 -42 -1 -6 -4 4 -21 13 -14 -12 35 17 27 3 17 26 10 -1 53 -5 30 -34 -30 20 -28 -20 -10 -35 -7 -43 -37 -20 -22 -7 -29 6 2 -21 -24 -14 -4 -5 -4 9 -40 3 11 26 1 -3 -6 -6 12 -42 -25 -17 -29 -5 29 1 19 -41 -4 37 6 2 -17 -25 -41 9 13 5 -9 -20 2 26 -1 -35 7 -20 -26 -12 -21 3 -10 -12 9 9 32 27 9 2 -17 19 9 -21 6 -12 -7 10 -2 -17 3 10 25 -1 -3 6 1 -28 10 -25 -6 -20 -14 -14 -22 -42 -17 -6 -3 5 -28 7 -6 -17 -36 27 -43 -24 -5 -14 -9 -36 -20 -2 14 4 -3 -5 20 -65 -51 -25 -58 -48 -25 -12 -21 17 6 27 19 1 21 -9 4 20 10 18 33 -13 -57 -20 4 1 18 -19 6 -2 34 -10 -2 12 -1 9 36 -53 -29 -20 -22 32 37 -13 9 1 -1 16 6 22 38 -4 17 42 2 -6 -11 5 -11 56 11 34 26 17 -5 16 3 -14 3 -27 -56 -63 -59 -20 -21 3 3 7 12 -46 -4 -25 -13 -12 -22 4 16 19 25 -21 -10 -2 -30 -12 2 -13 1 -42 -7 -21 6 -14 -36 2 -12 -18 14 19 26 18 27 -4 27 6 -4 -13 16 9 -13 4 20 -35 -56 -50 -21 3 5 -3 4 -20 18 -6 -2 -33 -12 -45 -9 -34 -17 1 -9 -9 -10 -14 -27 3 30 -2 11 -1 3 36 20 -12 -18 -15 11 20 6 29 2 -21 6 -19 10 -2 -33 1 -30 -1 12 -26 11 -12 -1 -10 13 -26 -17 4 -33 6 33 3 14 -2 -11 -20 -25 -28 -6 -53 -40 -7 -29 -7 -38 -19 -19 -15 11 10 -5 -6 28 -7 7 -11 18 -21 11 -17 -30 -25 -21 -20 6 -13 -36 7 -17 2 -25 -18 -59 -5 -19 -9 3 -30 -17 -5 -13 17 22 -17 53 46 -11 30 1 28 35 -50 2 12 4 28 -5 -1 -12 11 37 26 37 -14 50 -15 -3 20 13 2 -30 -22 18 36 24 -4 -27 -6 -42 10 -1 -3 -1 -4 -10 14 5 24 -4 -4 -7 -51 6 5 25 19 46 -9 26 29 32 17 19 50 27 -13 -24 -35 -7 -18 -37 -20 -5 4 1 -15 5 -3 -2 6 30 -12 -6 -13 -38 -5 3 13 11 -1 4 9 10 -21 25 -14 -6 -11 -4 13 -24 -12 -3 14 18 -17 -3 -17 4 21 -7 13 -2 16 10 14 32 -14 -40 4 -7 -11 -15 -18 -18 -15 5 -27 7 1 14 -7 -12 13 -12 10 -3 -11 -3 -18 -11 22 -40 30 -36 -18 -13 -30 -13 -28 -44 -3 -27 -13 -22 -21 -2 -32 -19 -14 -15 -48 -7 -12 -42 -9 -35 -11 -26 -4 -6 3 10 -18 -45 -3 -42 -41 -42 9 16 -7 -12 -17 -26 5 20 -32 -2 -26 20 -27 -29 9 1 28 12 -17 33 -19 -5 25 11 -48 -36 -26 -40 5 -19 5 61 -5 18 -53 -36 17 -15 -21 -19 -10 5 20 -10 -5 -10 27 -54 10 -37 10 -2 -9 -15 19 -1 -5 -58 -30 28 17 18 11 29 55 32 -9 -21 9 -1 16 -7 3 -4 -27 2 -21 -29 -37 -40 -32 -20 -15 -3 -6 -17 -42 -34 -11 -26 -27 -22 -3 -18 27 -4 14 -12 7 -1 -9 -7 -25 -5 7 2 -28 14 2 33 -24 5 -14 26 -18 -32 -30 12 4 -1 -15 -3 -12 4 -18 -10 2 -17 -13 -22 -41 -15 18 -32 -15 3 -1 20 -9 5 5 -7 -29 -24 4 -29 2 -9 -21 -7 -25 -13 -60 -50 -32 3 -10 5 -12 -10 -26 -19 -13 -4 -7 -13 13 16 -9 42 -17 -7 11 -7 -38 -29 -24 -19 4 -25 -30 -18 -7 2 -7 2 -26 -20 1 -22 -11 14 -36 -11 -13 16 -12 -13 27 -2 16 -5 11 -22 -2 -5 -32 -11 -19 -15 1 -15 12 33 7 30 2 34 -26 12 -1 -3 19 -13 10 -6 24 28 32 35 18 -9 -22 -14 3 7 -4 -6 11 20 -15 -18 28 16 14 -14 -30 7 -40 -11 -19 24 -12 -25 -7 -20 -30 -4 4 -19 10 -20 19 -12 33 24 -10 -22 -3 -9 -14 14 -2 4 -20 -15 -7 3 1 1 -20 -18 -9 -22 -21 -60 -14 -9 28 3 -21 -12 -29 -29 -10 5 9 3 18 -20 -6 -7 -4 -13 -6 1 -1 -9 -18 -30 -21 -9 -4 -7 17 10 27 -13 27 30 10 28 26 44 32 24 -19 -22 5 24 -15 -11 -9 -7 20 11 12 14 9 9 33 20 20 86 2 36 33 21 11 27 -35 12 -10 -2 -11 -7 -6 9 14 -18 6 -46 -17 -26 11 -11 -45 17 -35 -4 -12 -38 9 -4 32 28 -5 16 6 -13 6 19 -18 -33 -29 -54 13 40 -14 -13 -24 -22 -32 -7 16 -13 -1 -38 -5 -10 22 -15 18 2 26 2 14 -1 -7 4 -2 -26 29 5 -3 -14 -11 -4 7 -29 7 -19 28 11 29 6 -18 -19 -13 3 5 -14 -21 3 7 13 18 36 -22 -30 -5 -42 17 7 -6 -6 -18 -9 -15 -5 -27 4 -2 1 22 -2 -3 -5 -14 10 25 56 -17 -1 4 11 -15 -1 10 -2 -22 9 -6 -33 -2 -10 12 36 20 -4 -22 18 -2 -13 -1 -46 3 13 -2 12 -7 -25 -4 2 -1 3 -14 13 4 -4 -22 -26 -1 -1 -4 -10 -3 6 -44 -3 -22 -18 16 17 -26 -4 -30 -20 -30 34 -34 -10 7 -14 17 22 -11 5 -17 -14 -42 -10 -10 -18 14 3 16 4 -14 -36 -40 -26 -2 -1 -15 -2 -11 4 1 -4 -18 -18 9 5 33 -3 6 -9 -4 -3 16 14 26 -33 -4 11 -14 25 -15 -26 -5 -17 -45 -14 -28 -32 3 2 -10 -18 -4 -29 2 18 17 5 -5 -21 -6 -14 -1 7 13 32 58 11 32 -9 1 -15 5 22 -22 -21 9 -25 -34 -46 -3 -38 -20 -18 -19 5 -24 7 9 -3 -38 -7 -22 -20 -3 -17 -9 -26 -34 -12 -29 -29 11 -4 -13 -14 -26 -34 -18 -30 -13 -21 -44 -44 -11 -42 -35 -34 -40 -7 -20 -14 6 -24 27 -9 -38 3 -11 -29 18 12 3 -13 -2 -7 7 22 -13 -10 -56 -6 -15 -37 1 -36 3 -10 -11 6 -32 10 -15 -7 -10 10 -21 -1 2 18 -13 42 22 21 49 34 11 -13 4 11 14 11 30 45 19 -9 29 20 -1 21 -20 -26 36 -11 -6 -63 7 5 -18 -29 -19 -11 -1 -13 -7 -21 5 10 14 -20 -6 4 -13 -9 -18 -35 27 37 -19 14 -17 -27 19 6 -6 21 -9 -4 -6 -2 3 -14 -5 4 1 45 -7 -4 -24 -33 12 18 21 11 12 9 -28 -1 11 -12 -3 -4 -14 -30 -11 -41 -18 -11 -15 -13 -4 4 -5 24 -14 -26 -28 -18 19 -32 5 -17 10 -1 -2 18 -12 -14 -18 -12 -28 17 -30 -5 -4 -12 9 -1 -49 14 -26 -18 -30 -35 -10 2 -5 25 -40 3 18 -25 16 13 25 -24 27 -9 -27 -21 -17 -17 38 48 38 48 11 21 -28 2 -14 18 4 1 24 27 -7 18 25 -40 30 -36 14 4 -2 6 14 -9 18 -34 18 7 -4 -21 -9 24 -36 -20 -2 -30 -4 -24 9 27 13 13 -5 4 -21 1 -32 13 -57 -32 -44 -4 -46 -46 14 2 14 -18 -26 -14 -56 -43 52 51 13 -11 -6 65 17 32 -11 -45 -19 -43 -42 -13 -11 -21 -11 -32 -21 1 10 -2 -13 12 -22 -10 -10 16
